,Unnamed: 0,Topic,question,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link,answers,compound,Sentiment,old_score,followers_n,engagement,sentiment_score
712,712,Indian-Institute-of-Technology-Bombay-IITB,Where can I get the Indian Institute of Technology Bombay mechanical projects?,2,1,2/1,No,Followed,2019-12-15,/Where-can-I-get-the-Indian-Institute-of-Technology-Bombay-mechanical-projects,"Student Projects Projects Go through above link....and if you need a full research paper then visit official website of IIT BOMBAY http://www.iitb.in and select publication from menu if you looking for specific project for mechanical or any department just visit department site and select publication from menu Mechanical http://Department-https://www.me.iitb.ac.in/ Simply click on research in menu section you will find projects on varies topics like Thermal engineering, fluid engineering, design etc Thanks for reading….. ",0.6597,Positive,5,0.021739130434782608,1,5
713,713,Indian-Institute-of-Technology-Bombay-IITB,How does Aviral Bhatnagar build his connections?,0,1,0/1,No,Requested,2019-12-12,/How-does-Aviral-Bhatnagar-build-his-connections,"People always say that the best way to build connections is going to “networking” events. The only thing that you build with that mentality is a booklet of business cards. Connections are not supposed to be transactional, but two-way interactions. I have realized there are three qualities that help you build connections: Be Valuable: This is the most important aspect that nobody stresses on, primarily because it's so hard. You need to be able to bring knowledge, skills and/or relationships to the table.Be Helpful: There is no way you’re going to build a connection if you’re not helpful. Respond to those who seek or need help, if they approach you in polite, meaningful manner.Be Selective: You can’t build connections with everyone in the world. Either you can’t be valuable to them, or helpful to them, or engage well with them. People who reach out to you without putting much thought into why they want to connect are probably not going to be right fits.The internet has given incredible power to build connections seamlessly with all three aspects. It takes time to do these three, but once you do - the power of your network can surprise you. ",0.9816,Positive,5,0.0,0,5
714,714,Indian-Institute-of-Technology-Bombay-IITB,"Is it possible to become assistant professor in new IITs like IIT Bhubaneswar after completion of Ph.D from top IITs like IITB, IITK, IITD etc or IISC?",15,11,15/11,No,Followed,2019-12-19,/Is-it-possible-to-become-assistant-professor-in-new-IITs-like-IIT-Bhubaneswar-after-completion-of-Ph-D-from-top-IITs-like-IITB-IITK-IITD-etc-or-IISC,"Interesting question. Seniors from my lab have already joined newer IITs and I know a few who have joined older IITs as well. The real part is whether or not you have acheived the desired level of qualification. Once you are beyond the threshold, you are always welcome for interviews. Depending on your performance and calibre, you can be hired. Newer IIT’s are actively looking for young and brilliant brains who are well acquainted with our IIT system. And PhD grads with excellent qualifications may be a suitable choice. I would further add that in order to be perfectly sure to join IITs, one sha Continue ReadingInteresting question. Seniors from my lab have already joined newer IITs and I know a few who have joined older IITs as well. The real part is whether or not you have acheived the desired level of qualification. Once you are beyond the threshold, you are always welcome for interviews. Depending on your performance and calibre, you can be hired. Newer IIT’s are actively looking for young and brilliant brains who are well acquainted with our IIT system. And PhD grads with excellent qualifications may be a suitable choice. I would further add that in order to be perfectly sure to join IITs, one shall go for postdoc experience from QS 100 ranked universities. This will definitely improve both the institution and your level of research excellence. Keep fighting. You'll be there where you belong. Men have already landed on moon, so nothing is impossible now. :) ",0.9962,Positive,5,0.16304347826086957,1,5
715,715,Indian-Institute-of-Technology-Bombay-IITB,"Is it possible to become assistant professor in new IITs like IIT Bhubaneswar after completion of Ph.D from top IITs like IITB, IITK, IITD etc or IISC?",15,11,15/11,No,Followed,2019-12-19,/Is-it-possible-to-become-assistant-professor-in-new-IITs-like-IIT-Bhubaneswar-after-completion-of-Ph-D-from-top-IITs-like-IITB-IITK-IITD-etc-or-IISC,"Yes, it is possible, provided that you have reached the expected level to get selected at an IIT. In an IIT or IISC, there are Ph.D students of all categories and not every student is upto the mark or is of same caliber. In most of the IITs you can actually find atleast a few faculty members who have obtained their Ph.D from IIT or IISC. But of course, this doesnot mean that every student, who graduates as a doctorate from IITs or IISC, will find position in another IIT. As I said earlier, it depends on the student quality. ",0.2617,Positive,4,0.16304347826086957,1,5
716,716,Indian-Institute-of-Technology-Bombay-IITB,Should old IITs improve their hostel rooms?,1,1,1/1,No,Followed,2019-12-12,/Should-old-IITs-improve-their-hostel-rooms,"Dilapidated hostels which are on verge of collapse should be improved at earliest. But bear in mind that alternate arramgement would need to be in place for students in those campuses. So better hostels are a priority, but depends on ease of availability of funds. I would sya do it cyclically, with largest IITs in terms of student intake (Kgp,Roorkee,BHU) going first, and the rest following suit. ",0.8523,Positive,5,0.010869565217391304,0,5
717,717,Indian-Institute-of-Technology-Bombay-IITB,Which activities occupy an important position in your daily schedule?,3,2,3/2,No,Followed,2019-12-15,/Which-activities-occupy-an-important-position-in-your-daily-schedule,"Ironically, being ""tied"" to a disciplined routine sets you free. I have built a rhythm on a daily basis, and the below are critical for me: Gym: I gym/play everyday for a total of an hour, split in the morning/eveningWork: Involves helping build enduring companies with foundersRead: I read about the world, India and the tech ecosystemFamily: Spend time with mom, dad and my brotherWrite: I write about startups and personal storiesFood: I live to eat, and don’t eat to liveSleep: I continue to have 8 hours or more of sleepAll of these are done at a fairly standard time and bucket fairly well into M Continue ReadingIronically, being ""tied"" to a disciplined routine sets you free. I have built a rhythm on a daily basis, and the below are critical for me: Gym: I gym/play everyday for a total of an hour, split in the morning/eveningWork: Involves helping build enduring companies with foundersRead: I read about the world, India and the tech ecosystemFamily: Spend time with mom, dad and my brotherWrite: I write about startups and personal storiesFood: I live to eat, and don’t eat to liveSleep: I continue to have 8 hours or more of sleepAll of these are done at a fairly standard time and bucket fairly well into Maslow’s Hierarchy of needs. Having a rhythm allows you to unlock your potential, and spend time on things that matter most to you. ",0.8658,Positive,5,0.03260869565217391,1,5
718,718,Indian-Institute-of-Technology-Bombay-IITB,Which activities occupy an important position in your daily schedule?,3,2,3/2,No,Followed,2019-12-15,/Which-activities-occupy-an-important-position-in-your-daily-schedule,"It does not matter what others’ priorities are. Why would you like to know what’s important for me? My life and yours are entirely different. No two persons’ lives are ever the same. So relax find your own space and things do do as per your desires. Find out what YOU want to do, what YOU want to become, what YOU want to contribute to society, others and to life in general. Don’t try and copy others. We are all unique, Be YOURSELF. God bless. ",0.8831,Positive,5,0.03260869565217391,1,5
719,719,Indian-Institute-of-Technology-Bombay-IITB,Can I get admission for a B.Design at IIT Bombay after a D.Arch?,0,1,0/1,No,Requested,2019-12-10,/Can-I-get-admission-for-a-B-Design-at-IIT-Bombay-after-a-D-Arch,"Patchy…still I ll try to focus on some info, which you might known to you as well. If you finished your D. Arch after 12th then its easy for you to appear for entrance that is UCEED and once your rank is fair enough you will easily get an admission to IIT-B or any other IIT where this course is available like Hyderabad etc etc.If you finished your D.Arch after 10th..then it will difficult because any how you have to clear entrance and basic criteria for it is 10+2, which I am not sure how committee is consider D.Arch after 10th.What I am suggesting you if you fall into category mentioned in point no.1 then no worry…start preparing for UCEED ( materials and old paper available on net) and if you fall into point no 2 …better visit IIT B main building or dept. itself and clear all your doubt…make sure you are prepared well as per as your list of doubts is concern.You may take help of any of the students of IIT-B to get in tough and overcome your doubts.Have a good luck. ",0.9568,Positive,5,0.0,0,5
720,720,Indian-Institute-of-Technology-Bombay-IITB,How hard is it to get a CGPA of 8 in IIT Bombay?,10,1,10/1,Yes,Followed,2019-12-13,/How-hard-is-it-to-get-a-CGPA-of-8-in-IIT-Bombay,"Pro tip: Attend all classes without sleeping in them. Mostly, you won't understand the Professor. Spend your time reading the slides. Trust me, this reduces a lot of work that you'd otherwise do on night before exam.Make sure you solve each one of tutorial problems; once before the tutorial session ; and again once before each exam.Solve most of the available past years question papers. Look solutions- especially the way they're written.Following this sincerely will lead you comfortably to an 8+ CPI. MAYBE EVEN 9+. ",0.8962,Positive,5,0.10869565217391304,1,5
721,721,Indian-Institute-of-Technology-Bombay-IITB,How many marks are required to get admission in IIT Bombay in the SC category with the CS branch?,3,1,3/1,No,Followed,2019-12-09,/How-many-marks-are-required-to-get-admission-in-IIT-Bombay-in-the-SC-category-with-the-CS-branch,General rank /Crl upto AIR 50 -60.For general category. For SC you need around Crl 500. ,0.0,Neutral,3,0.03260869565217391,1,3
722,722,Indian-Institute-of-Technology-Bombay-IITB,What does the break up of the one crore plus package look like that IITians get in their placements?,4,1,4/1,Yes,Followed,2019-12-06,/What-does-the-break-up-of-the-one-crore-plus-package-look-like-that-IITians-get-in-their-placements,NO. It is a fake news propagated by Indian education mafia to run the IIT scam. All such employees are fired after the admission session ends in Indian engineering colleges. Since remaining unemployed is considered a taboo in India and hence such unemployed graduates never accept it publicly about their unemployment.  A K Pandey's answer to What is it that we as Indians are collectively doing wrong? ,-0.9558,Negative,1,0.043478260869565216,1,1
723,723,Indian-Institute-of-Technology-Bombay-IITB,"Which is a better offer, a 12 LPA job as a software developer at Citibank or the offer of a PhD admission at IIT Bombay (electronics stream)? Why?",3,4,3/4,No,Followed,2019-10-14,/Which-is-a-better-offer-a-12-LPA-job-as-a-software-developer-at-Citibank-or-the-offer-of-a-PhD-admission-at-IIT-Bombay-electronics-stream-Why,"Are you looking at short term or long term? In short term software developer job is more rewarding. In long term the PhD in IIT Mumbai is a much better option. In future, the value of Master’s degree will come down as there will be too many masters degree holders. In a crowded place, specialization will have much higher value. ",0.8858,Positive,5,0.03260869565217391,1,5
724,724,Indian-Institute-of-Technology-Bombay-IITB,"Which is a better offer, a 12 LPA job as a software developer at Citibank or the offer of a PhD admission at IIT Bombay (electronics stream)? Why?",3,4,3/4,No,Followed,2019-10-14,/Which-is-a-better-offer-a-12-LPA-job-as-a-software-developer-at-Citibank-or-the-offer-of-a-PhD-admission-at-IIT-Bombay-electronics-stream-Why,"Such stupid questions from anonymous folks shows the level of quora. You can ask anything. How can anyone answer a sick question like this. In Tamil there is a film called as Saraswathi Sabatham. “Kalviya, Selvama, Veerama” is a song that highlights a choice between Education, Wealth and Power. What one wants is their choice, so dont ask such silly questions. Do what you want to do. Full stop. ",-0.4541,Negative,2,0.03260869565217391,1,1
725,725,Indian-Institute-of-Technology-Bombay-IITB,Why is metallurgical engineering of IIT Bombay preferred over mechanical engineering of state level colleges?,2,1,2/1,No,Followed,2019-10-14,/Why-is-metallurgical-engineering-of-IIT-Bombay-preferred-over-mechanical-engineering-of-state-level-colleges,"Because, if you do mech in state college, you'll be a mediocre mech engineer. However, if you do Meta at IIT Bombay, you're surely one of the best Meta Engineers in the country. What will you choose, to be the best or mediocre? Also, many of Meta people score nice marks and some do a branch change(BC) to Civil/Chemical/ Aerospace. A few BC to Mech/Elec/CS. ",0.9337,Positive,5,0.021739130434782608,1,5
726,726,Indian-Institute-of-Technology-Bombay-IITB,What is the IIR Butterworth filter?,1,1,1/1,No,Followed,2019-10-13,/What-is-the-IIR-Butterworth-filter,The Butterworth filter is a type of signal processing filter designed to have a frequency response as flat as possible in the passband. It is also referred to as a maximally flat magnitude filter. SOURCE : Wikipedia ,0.0,Neutral,3,0.010869565217391304,0,3
727,727,Indian-Institute-of-Technology-Bombay-IITB,How should I spend my MTech at IIT Bombay if I want to get accepted to a top US university for a PhD? Should I work on multiple small projects or one big project?,8,1,8/1,Yes,Followed,2019-10-14,/How-should-I-spend-my-MTech-at-IIT-Bombay-if-I-want-to-get-accepted-to-a-top-US-university-for-a-PhD-Should-I-work-on-multiple-small-projects-or-one-big-project,"If you want to get accepted at top universities across the world than you have to spend your MTech in following way at IIT Bombay or any other IIT. You should be serious about your grades and academics. Anything less tha 9 CGPA is a waste.But for scoring that 9 CGPA you should be doing good relevant courses rather than doing easy courses and making CGPA.If you are through with 9 CGPA than do your MTech project under well known professor. Like in IIT Madras we have Professor Krishna Jagannathan, Professor Shanti pavan, Professor Nagendra Krishnapura etc etc… These professor's are well known. They will make you work on industry related topics.Try to impress them by doing good work in your project by publishing your MTech project work in some Journal or well known Conferences.If you got published than you will get recommendations from Professor's. Once you are published than you can also get recommendations from the faculties under whom you did good courses and scored 9 CGPA.Once you get those Recommendations write GRE and score above 330+.Lastly apply or contact the universities or professor's under whom you are interested. Write your SOP's in well structured manner. SOP's are most important part of any application.In this way you are through to get in to admission at some very good universities. One of my friend he did his MTech from IIT Bombay Electronic Systems. Did a very good project worked in INTEL for 6 months after graduating and than worked as Research assistant at IISc Bangalore for 4 to 5 months. After doing all this he has some very good calls like Carnegie Mellon University, Columbia University etc. He finally took Carnegie Mellon University for his PhD. ",0.9921,Positive,5,0.08695652173913043,1,5
728,728,Indian-Institute-of-Technology-Bombay-IITB,Do I need to prepare a portfolio for admission in B.Des. at IIT colleges?,2,1,2/1,No,Followed,2019-10-13,/Do-I-need-to-prepare-a-portfolio-for-admission-in-B-Des-at-IIT-colleges,"No, you need not prepare a portfolio for admission for B.Des at IITs. Portfolio are required in case you want to pursue your B.Des at international design colleges. ",0.0772,Positive,3,0.021739130434782608,1,3
729,729,Indian-Institute-of-Technology-Bombay-IITB,"What will you prefer, a B.Tech in mechanical from VJTI or metallurgical engineering from IIT Bombay from a placement point of view and other opportunities?",1,2,1/2,No,Followed,2019-10-12,/What-will-you-prefer-a-B-Tech-in-mechanical-from-VJTI-or-metallurgical-engineering-from-IIT-Bombay-from-a-placement-point-of-view-and-other-opportunities,I will tell you pros and cons of above B.tech in mechanical engineering Pros If you go for metallurgical engineering it will restrict your area. If you want to go for private job then there are limited employment. Compare to mechanical engineering is a vast field.Mechanical engineering gives you chance of variety field choices in postgraduate.If you like metallurgy at the time of undergrad study then you can go for postgraduate in metallurgy engineering.Cons Lot of engineers from mechanical field so if you came out without placement then there is a big trouble. As GET are selected from placement.OContinue ReadingI will tell you pros and cons of above B.tech in mechanical engineering Pros If you go for metallurgical engineering it will restrict your area. If you want to go for private job then there are limited employment. Compare to mechanical engineering is a vast field.Mechanical engineering gives you chance of variety field choices in postgraduate.If you like metallurgy at the time of undergrad study then you can go for postgraduate in metallurgy engineering.Cons Lot of engineers from mechanical field so if you came out without placement then there is a big trouble. As GET are selected from placement.On the other hand metallurgy engineer are less so less competition and you will find job as well. Because of Tag name of IIT.These are some views from my side. One thing I want to mention that in which field you go doesn’t matter but wherever you go you have to give your best matters a lot. Sundar pichai with metallurgical engineering background heading CEO position at google. ,0.8126,Positive,5,0.010869565217391304,0,5
730,730,Indian-Institute-of-Technology-Bombay-IITB,"What will you prefer, a B.Tech in mechanical from VJTI or metallurgical engineering from IIT Bombay from a placement point of view and other opportunities?",1,2,1/2,No,Followed,2019-10-12,/What-will-you-prefer-a-B-Tech-in-mechanical-from-VJTI-or-metallurgical-engineering-from-IIT-Bombay-from-a-placement-point-of-view-and-other-opportunities,"As you have mentioned from a placement point of view-IIT Bombay for sure the number of opportunities in IIT Bombay will higher, in any case, core sector or non-core sectors. The only thing which should make you join Mechanical in VJTI should be your passion/love towards mechanical engineering. Rest all the factors are favorable for IIT Bombay. Career is not just a campus placement. Once you finish your degree college tag matters a lot in job switch, getting a higher degree from India or foreign and many more future events that might turn up. IIT B being internationally renowned will clear yo Continue ReadingAs you have mentioned from a placement point of view-IIT Bombay for sure the number of opportunities in IIT Bombay will higher, in any case, core sector or non-core sectors. The only thing which should make you join Mechanical in VJTI should be your passion/love towards mechanical engineering. Rest all the factors are favorable for IIT Bombay. Career is not just a campus placement. Once you finish your degree college tag matters a lot in job switch, getting a higher degree from India or foreign and many more future events that might turn up. IIT B being internationally renowned will clear your path (at least initial hurdle) in many upcoming situations. If I were you then definitely IIT Bombay..cheers Deepak ",0.9779,Positive,5,0.010869565217391304,0,5
731,731,Indian-Institute-of-Technology-Bombay-IITB,I am from NIT Durgapur in the 1st year. How did you get the chunce of an internship at IIT Bombay?,6,1,6/1,Yes,Followed,2019-10-12,/I-am-from-NIT-Durgapur-in-the-1st-year-How-did-you-get-the-chunce-of-an-internship-at-IIT-Bombay,"Hello, First and foremost, to obtain an internship at IIT Bombay( same goes for any popular institute), you need to have a very strong academic profile( which basically boils down to CGPA). By that I don't mean you need a sky rocketing pointer but at least a decent one, above 8.5. In case you don't have it or you still want to increase your chances, I'd suggest you to undertake relevant academic projects, which may or may not lead to a publication. By that you ensure you have enough experience and skills at hand. To be honest, by carrying out projects, you also get a chance to prove yourself in front of your supervisors which then leads to strong recommendations( a must while applying for an academic position). That's for this time. Seeya! ",0.9821,Positive,5,0.06521739130434782,1,5
732,732,Indian-Institute-of-Technology-Bombay-IITB,How is the integrated B.Tech + MBA course offered in IITB and other IITs?,3,1,3/1,No,Followed,2019-10-11,/How-is-the-integrated-B-Tech-MBA-course-offered-in-IITB-and-other-IITs,B. Tech+MBA from any IIT is good option but better than this will be to pursue B. Tech from any IIT and then go for MBA from one of the top business schools of the country. ,0.7906,Positive,5,0.03260869565217391,1,5
